Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,mins,o_reb,d_reb,stl,tov,fls,team,o_reb_pct,d_reb_pct,stl_pct,tov_pct,usg_pct
2,Steven Adams,C,29,MEM,42,1133,.597,.599,.000,.597,.364,.564,.490,.004,126,109,nan,109,47,97,184,1,27.2,-10.7,203500,Steven Adams,1610612763,MEM,42,28,14,27.0,33.5,19.3,2.3,0.3,0.2,3.7,5.9,2.7,0.069,0.081,203500,Steven Adams,1610612763,MEM,C,29.0,40,40,0.799,5.45,11.55,0.472,0.555,-0.083,203500,Steven Adams,1610612763,MEM,C,29.0,40,35,0.201,1.03,2.9,0.353,0.354,-0.001,27.0,5.1,6.5,0.9,1.9,2.3,MEM,20.1,25.3,1.5,19.8,14.6
3,Bam Adebayo,C,25,MIA,75,2598,.540,.545,.083,.541,.806,.592,.361,.011,114,100,23,99,103,102,135,3,-9.8,28.3,1628389,Bam Adebayo,1610612748,MIA,75,40,35,34.6,40.7,42.1,3.2,0.2,0.4,5.7,8.4,3.8,0.079,0.094,1628389,Bam Adebayo,1610612748,MIA,C-F,25.0,71,71,0.718,5.66,10.46,0.541,0.56,-0.019,1628389,Bam Adebayo,1610612748,MIA,C-F,25.0,71,67,0.282,1.52,4.11,0.37,0.363,0.007,34.6,2.5,6.7,1.2,2.5,2.8,MIA,8.0,23.6,1.7,12.7,25.2
4,Ochai Agbaji,SG,22,UTA,59,1209,.427,.532,.355,.532,.812,.561,.179,.591,90,97,98,98,104,96,67,152,-9.9,-17.0,1630534,Ochai Agbaji,1610612762,UTA,59,29,30,20.5,14.6,16.0,1.1,0.1,0.1,2.2,2.9,1.3,0.078,0.092,1630534,Ochai Agbaji,1610612762,UTA,G,23.0,49,48,0.629,2.78,5.51,0.504,0.535,-0.031,1630534,Ochai Agbaji,1610612762,UTA,G,23.0,49,43,0.371,0.84,3.24,0.258,0.356,-0.098,20.5,0.7,1.3,0.3,0.7,1.7,UTA,3.9,6.9,0.6,9.0,15.8
5,Santi Aldama,PF,22,MEM,77,1682,.470,.591,.353,.560,.750,.591,.274,.507,99,108,98,103,96,102,103,131,15.5,12.0,1630583,Santi Aldama,1610612763,MEM,77,47,30,21.8,20.3,15.8,1.3,0.1,0.1,2.1,3.2,1.5,0.062,0.075,1630583,Santi Aldama,1610612763,MEM,F-C,22.0,74,74,0.685,4.35,7.81,0.557,0.547,0.01,1630583,Santi Aldama,1610612763,MEM,F-C,22.0,74,70,0.315,1.11,3.59,0.308,0.358,-0.05,21.8,1.1,3.7,0.6,0.8,1.9,MEM,5.4,18.0,1.3,9.3,16.0
6,Nickeil Alexander-Walker,SG,24,TOT,59,884,.444,.515,.384,.547,.667,.565,.203,.539,93,94,106,100,85,97,76,139,1.3,-10.6,1629638,Nickeil Alexander-Walker,1610612750,MIN,58,28,30,15.0,21.1,21.4,1.8,0.2,0.2,3.6,4.7,2.1,0.086,0.101,1629638,Nickeil Alexander-Walker,1610612750,MIN,G,24.0,49,49,0.722,2.53,5.35,0.473,0.529,-0.056,1629638,Nickeil Alexander-Walker,1610612750,MIN,G,24.0,49,38,0.278,0.71,2.06,0.347,0.366,-0.02,15.0,0.3,1.5,0.5,0.9,1.5,MIN,1.9,10.5,1.7,14.6,17.9
9,Grayson Allen,SG,27,MIL,72,1972,.440,.518,.399,.571,.905,.612,.226,.657,93,95,111,105,116,105,85,170,28.6,38.0,1628960,Grayson Allen,1610612749,MIL,72,53,19,27.4,24.5,24.5,2.3,0.1,0.5,4.1,5.9,2.9,0.092,0.117,1628960,Grayson Allen,1610612749,MIL,G,27.0,67,67,0.662,3.79,7.01,0.54,0.537,0.003,1628960,Grayson Allen,1610612749,MIL,G,27.0,67,66,0.338,1.28,3.58,0.358,0.365,-0.006,27.4,0.8,2.4,0.9,1.0,1.6,MIL,3.4,9.0,1.5,10.5,14.6
10,Jarrett Allen,C,24,CLE,68,2220,.644,.653,.100,.645,.733,.670,.353,.016,135,119,28,118,94,115,132,4,124.3,128.2,1628386,Jarrett Allen,1610612739,CLE,68,44,24,32.6,29.9,22.8,1.7,0.1,0.2,3.0,4.4,2.0,0.056,0.068,1628386,Jarrett Allen,1610612739,CLE,C,25.0,64,64,0.753,6.33,12.53,0.505,0.556,-0.051,1628386,Jarrett Allen,1610612739,CLE,C,25.0,64,60,0.247,1.53,4.11,0.373,0.361,0.011,32.6,3.3,6.5,0.8,1.4,2.3,CLE,11.7,23.6,1.2,11.4,16.4
11,Jose Alvarado,PG,24,NOP,61,1310,.411,.488,.336,.496,.812,.525,.164,.505,86,89,93,91,104,90,61,130,-48.3,-59.4,1630631,Jose Alvarado,1610612740,NOP,61,30,31,21.5,34.9,37.3,3.0,0.4,0.4,5.6,7.7,3.8,0.087,0.11,1630631,Jose Alvarado,1610612740,NOP,G,25.0,55,54,0.584,2.75,5.29,0.519,0.532,-0.013,1630631,Jose Alvarado,1610612740,NOP,G,25.0,55,53,0.416,1.24,3.76,0.329,0.365,-0.037,21.5,0.5,1.9,1.1,1.3,2.0,NOP,2.4,9.8,2.5,13.4,19.8
12,Kyle Anderson,PF,29,MIN,69,1957,.509,.536,.410,.553,.735,.583,.275,.212,107,98,114,101,94,100,103,55,7.2,2.0,203937,Kyle Anderson,1610612750,MIN,68,35,33,28.4,41.6,35.4,4.9,0.6,0.4,7.9,12.3,5.8,0.117,0.139,203937,Kyle Anderson,1610612750,MIN,F-G,29.0,65,64,0.656,3.82,7.26,0.525,0.545,-0.019,203937,Kyle Anderson,1610612750,MIN,F-G,29.0,65,64,0.344,1.45,3.8,0.381,0.357,0.024,28.4,1.0,4.4,1.1,1.5,2.1,MIN,3.8,16.9,1.9,15.7,14.4
13,Giannis Antetokounmpo,PF,28,MIL,63,2024,.553,.596,.275,.572,.645,.605,.604,.134,116,109,76,105,83,104,227,35,67.3,78.4,203507,Giannis Antetokounmpo,1610612749,MIL,63,47,16,32.1,45.1,54.3,5.7,0.2,0.7,11.2,15.1,6.5,0.126,0.145,203507,Giannis Antetokounmpo,1610612749,MIL,F,28.0,57,57,0.685,4.33,9.23,0.47,0.554,-0.084,203507,Giannis Antetokounmpo,1610612749,MIL,F,28.0,57,55,0.315,1.47,4.25,0.347,0.355,-0.008,32.1,2.2,9.6,0.8,3.9,3.1,MIL,7.3,30.0,1.2,13.2,38.8
14,Thanasis Antetokounmpo,PF,30,MIL,37,206,.435,.526,.000,.435,.500,.458,.478,.174,91,96,nan,80,64,79,179,45,-10.2,-13.7,203648,Thanasis Antetokounmpo,1610612749,MIL,37,25,12,5.6,4.7,3.9,0.4,0.0,0.0,0.6,1.1,0.4,0.086,0.086,203648,Thanasis Antetokounmpo,1610612749,MIL,F,30.0,17,16,0.671,1.71,3.35,0.509,0.545,-0.037,203648,Thanasis Antetokounmpo,1610612749,MIL,F,30.0,17,12,0.329,0.94,1.65,0.571,0.338,0.233,5.6,0.4,0.8,0.1,0.3,0.6,MIL,7.9,14.1,0.7,17.7,13.8
15,Cole Anthony,PG,22,ORL,60,1552,.454,.500,.364,.516,.894,.570,.279,.338,96,91,101,95,114,98,105,87,-36.2,-15.1,1630175,Cole Anthony,1610612753,ORL,60,28,32,25.9,38.4,39.4,3.9,0.5,0.4,7.1,10.2,4.8,0.102,0.124,1630175,Cole Anthony,1610612753,ORL,G,23.0,57,57,0.628,3.67,6.77,0.541,0.536,0.005,1630175,Cole Anthony,1610612753,ORL,G,23.0,57,56,0.372,1.32,4.02,0.328,0.362,-0.034,25.9,0.8,4.0,0.6,1.5,2.6,ORL,3.4,17.6,1.2,11.7,21.5
17,Ryan Arcidiacono,PG,28,TOT,20,172,.243,.071,.348,.351,nan,.351,.000,.622,51,13,96,64,nan,60,nan,160,-14.3,-17.0,1627853,Ryan Arcidiacono,1610612757,POR,20,9,11,8.6,16.8,16.5,1.2,0.1,0.0,3.3,2.8,1.2,0.069,0.072,1627853,Ryan Arcidiacono,1610612757,POR,G,29.0,14,11,0.574,1.21,2.5,0.486,0.545,-0.059,1627853,Ryan Arcidiacono,1610612757,POR,G,29.0,14,9,0.426,0.64,1.86,0.346,0.36,-0.014,8.6,0.0,0.8,0.3,0.4,0.9,POR,0.0,10.0,1.4,15.9,11.1
20,Deni Avdija,SF,22,WAS,76,2020,.437,.530,.297,.497,.739,.535,.285,.401,92,97,82,91,95,92,107,103,-56.4,-60.5,1630166,Deni Avdija,1610612764,WAS,76,33,43,26.6,33.2,26.3,2.8,0.3,0.4,5.0,7.2,3.5,0.084,0.105,1630166,Deni Avdija,1610612764,WAS,F,22.0,70,70,0.687,4.71,9.0,0.524,0.547,-0.023,1630166,Deni Avdija,1610612764,WAS,F,22.0,70,66,0.313,1.64,4.1,0.401,0.367,0.034,26.6,1.0,5.4,0.9,1.6,2.8,WAS,4.2,21.9,1.6,15.9,16.7
21,Deandre Ayton,C,24,PHO,67,2035,.589,.597,.292,.592,.760,.617,.225,.027,124,109,81,109,97,106,85,7,83.7,69.5,1629028,Deandre Ayton,1610612756,PHX,67,36,31,30.4,34.8,26.7,1.7,0.1,0.1,2.5,4.3,1.9,0.049,0.056,1629028,Deandre Ayton,1610612756,PHX,C,24.0,66,66,0.746,5.94,11.45,0.519,0.563,-0.044,1629028,Deandre Ayton,1610612756,PHX,C,24.0,66,58,0.254,1.45,3.89,0.374,0.359,0.015,30.4,2.6,7.4,0.6,1.8,2.8,PHO,9.2,27.5,0.9,11.0,22.9
22,Udoka Azubuike,C,23,UTA,36,359,.819,.819,nan,.819,.350,.774,.278,.000,172,150,nan,150,45,133,104,nan,39.5,31.1,1628962,Udoka Azubuike,1610612762,UTA,36,17,19,10.0,5.5,4.8,0.3,0.0,0.1,0.4,0.7,0.4,0.056,0.071,1628962,Udoka Azubuike,1610612762,UTA,C-F,23.0,30,30,0.776,2.03,4.5,0.452,0.542,-0.09,1628962,Udoka Azubuike,1610612762,UTA,C-F,23.0,30,17,0.224,0.43,1.3,0.333,0.347,-0.014,10.0,0.9,2.4,0.2,0.5,0.9,UTA,9.5,26.1,0.8,18.2,11.5
23,Marvin Bagley III,C,23,DET,42,990,.529,.579,.288,.554,.750,.587,.283,.173,111,106,80,102,96,101,106,45,6.4,4.7,1628963,Marvin Bagley III,1610612765,DET,42,7,35,23.6,22.5,19.4,0.9,0.2,0.0,2.1,2.6,1.1,0.038,0.05,1628963,Marvin Bagley III,1610612765,DET,F,24.0,39,39,0.691,4.23,8.21,0.516,0.563,-0.047,1628963,Marvin Bagley III,1610612765,DET,F,24.0,39,36,0.309,1.49,3.67,0.406,0.357,0.049,23.6,2.2,4.2,0.5,1.1,1.9,DET,10.2,20.2,0.9,9.7,20.4
25,LaMelo Ball,PG,21,CHO,36,1268,.411,.450,.376,.510,.836,.541,.169,.531,86,82,104,94,107,93,64,137,-50.3,-62.6,1630163,LaMelo Ball,1610612766,CHA,36,13,23,35.2,62.7,74.6,8.4,1.2,0.9,14.3,21.3,10.6,0.135,0.169,1630163,LaMelo Ball,1610612766,CHA,G,21.0,34,34,0.594,4.94,8.26,0.598,0.541,0.057,1630163,LaMelo Ball,1610612766,CHA,G,21.0,34,34,0.406,1.97,5.65,0.349,0.367,-0.018,35.2,1.2,5.3,1.3,3.6,3.3,CHO,3.5,16.2,1.7,14.3,30.0
26,Mo Bamba,C,24,TOT,49,769,.485,.590,.387,.585,.661,.602,.257,.515,102,108,107,107,85,104,97,133,19.2,11.1,1628964,Mo Bamba,1610612747,LAL,49,25,24,15.7,18.5,13.8,0.9,0.0,0.0,1.4,2.4,1.0,0.051,0.054,1628964,Mo Bamba,1610612747,LAL,C,25.0,43,43,0.668,3.28,6.02,0.544,0.557,-0.012,1628964,Mo Bamba,1610612747,LAL,C,25.0,43,36,0.332,0.93,3.0,0.31,0.352,-0.042,15.7,1.2,3.4,0.3,0.6,2.1,LAL,8.5,24.2,0.8,10.1,16.6
29,Paolo Banchero,PF,20,ORL,72,2430,.427,.471,.298,.465,.738,.529,.476,.254,90,86,83,85,94,91,179,66,-180.5,-140.5,1631094,Paolo Banchero,1610612753,ORL,72,31,41,33.7,40.9,43.0,3.7,0.3,0.6,6.9,9.6,4.7,0.091,0.114,1631094,Paolo Banchero,1610612753,ORL,F,20.0,70,70,0.638,4.8,8.47,0.567,0.555,0.012,1631094,Paolo Banchero,1610612753,ORL,F,20.0,70,67,0.362,1.7,4.8,0.354,0.36,-0.006,33.8,1.2,5.7,0.8,2.8,2.2,ORL,3.9,19.3,1.2,12.8,27.5
30,Desmond Bane,SG,24,MEM,58,1841,.479,.534,.408,.568,.883,.606,.218,.433,101,97,113,104,113,104,82,112,42.0,50.5,1630217,Desmond Bane,1610612763,MEM,58,38,20,31.7,42.4,48.6,4.4,0.4,0.9,7.7,11.4,5.7,0.103,0.134,1630217,Desmond Bane,1610612763,MEM,G,25.0,56,56,0.596,3.55,7.07,0.503,0.53,-0.027,1630217,Desmond Bane,1610612763,MEM,G,25.0,56,55,0.404,1.63,4.79,0.34,0.362,-0.022,31.7,0.7,4.3,1.0,2.2,2.6,MEM,2.5,14.3,1.4,10.9,26.1
31,Dalano Banton,PG,23,TOR,31,279,.423,.506,.294,.481,.708,.505,.185,.392,89,92,82,88,91,87,69,101,-16.8,-21.4,1630625,Dalano Banton,1610612761,TOR,31,17,14,9.0,14.7,15.2,1.2,0.1,0.1,1.8,2.8,1.4,0.079,0.092,1630625,Dalano Banton,1610612761,TOR,F,23.0,25,22,0.625,1.64,2.8,0.586,0.551,0.035,1630625,Dalano Banton,1610612761,TOR,F,23.0,25,20,0.375,0.44,1.68,0.262,0.349,-0.087,9.0,0.4,1.1,0.4,0.6,1.1,TOR,4.2,14.9,2.3,11.4,24.2
32,Dominick Barlow,PF,19,SAS,28,408,.535,.561,.000,.535,.720,.567,.291,.047,113,102,nan,98,92,98,109,12,-1.8,-2.8,1631230,Dominick Barlow,1610612759,SAS,26,4,22,14.0,11.7,7.7,0.8,0.0,0.0,1.3,2.0,0.8,0.066,0.073,1631230,Dominick Barlow,1610612759,SAS,F,20.0,27,27,0.706,3.0,5.96,0.503,0.562,-0.059,1631230,Dominick Barlow,1610612759,SAS,F,20.0,27,24,0.294,0.85,2.48,0.343,0.355,-0.012,14.6,1.6,2.0,0.4,0.5,2.0,SAS,11.9,15.6,1.2,13.4,11.3
33,Harrison Barnes,PF,30,SAC,82,2662,.473,.553,.374,.556,.847,.632,.522,.446,99,101,104,102,108,109,196,115,17.4,99.2,203084,Harrison Barnes,1610612758,SAC,82,48,34,32.5,32.1,26.9,1.6,0.2,0.3,3.4,4.2,2.0,0.049,0.062,203084,Harrison Barnes,1610612758,SAC,F,31.0,80,80,0.639,4.74,8.71,0.544,0.551,-0.007,203084,Harrison Barnes,1610612758,SAC,F,31.0,80,78,0.361,1.7,4.93,0.345,0.354,-0.009,32.5,1.1,3.4,0.7,1.0,1.3,SAC,3.8,11.9,1.0,8.1,17.1
34,Scottie Barnes,SF,21,TOR,77,2678,.456,.505,.281,.487,.772,.524,.242,.220,96,92,78,89,99,90,91,57,-119.0,-127.9,1630567,Scottie Barnes,1610612761,TOR,77,38,39,34.8,53.1,50.3,4.8,0.6,0.5,8.7,12.6,6.0,0.091,0.113,1630567,Scottie Barnes,1610612761,TOR,F,21.0,71,71,0.684,6.13,10.86,0.564,0.554,0.01,1630567,Scottie Barnes,1610612761,TOR,F,21.0,71,71,0.316,1.99,5.03,0.395,0.365,0.03,34.8,2.3,4.3,1.1,2.0,2.2,TOR,7.1,15.2,1.5,12.0,20.3
35,RJ Barrett,SG,22,NYK,73,2475,.434,.495,.310,.485,.740,.531,.333,.332,91,90,86,89,95,91,125,86,-141.4,-136.6,1629628,RJ Barrett,1610612752,NYK,73,40,33,33.9,28.8,37.0,2.8,0.2,0.4,5.1,7.1,3.3,0.095,0.116,1629628,RJ Barrett,1610612752,NYK,F-G,23.0,68,67,0.6,4.15,8.01,0.517,0.538,-0.02,1629628,RJ Barrett,1610612752,NYK,F-G,23.0,68,68,0.4,1.97,5.35,0.368,0.363,0.005,33.9,0.8,4.2,0.4,2.2,2.5,NYK,2.7,13.7,0.6,10.8,26.2
36,Will Barton,SG,32,TOT,56,993,.379,.391,.367,.470,.787,.493,.129,.495,80,71,102,86,101,85,48,128,-54.9,-68.2,203115,Will Barton,1610612761,TOR,56,27,29,17.7,21.1,23.3,2.0,0.2,0.3,3.8,5.0,2.5,0.095,0.12,203115,Will Barton,1610612761,TOR,G,32.0,46,44,0.656,2.65,4.07,0.652,0.551,0.102,203115,Will Barton,1610612761,TOR,G,32.0,46,42,0.344,0.8,2.13,0.378,0.361,0.016,17.7,0.3,2.2,0.5,0.9,1.0,TOR,1.7,13.5,1.4,11.1,18.9
39,Charles Bassey,C,22,SAS,35,508,.644,.661,.375,.656,.595,.658,.274,.059,136,121,104,120,76,113,103,15,29.8,23.1,1629646,Charles Bassey,1610612759,SAS,35,9,26,14.5,19.3,12.6,1.4,0.1,0.1,2.1,3.4,1.6,0.071,0.081,1629646,Charles Bassey,1610612759,SAS,C-F,22.0,33,31,0.721,2.85,5.64,0.505,0.568,-0.062,1629646,Charles Bassey,1610612759,SAS,C-F,22.0,33,25,0.279,0.67,2.18,0.306,0.351,-0.045,14.5,2.1,3.4,0.5,1.2,2.1,SAS,15.5,26.4,1.5,21.3,15.6
40,Keita Bates-Diop,PF,27,SAS,67,1452,.508,.557,.394,.568,.793,.609,.323,.305,107,102,109,104,101,105,121,79,20.9,29.7,1628966,Keita Bates-Diop,1610612759,SAS,64,17,47,21.8,16.8,17.0,1.5,0.1,0.3,2.8,4.0,1.8,0.087,0.11,1628966,Keita Bates-Diop,1610612759,SAS,F,27.0,63,61,0.648,3.29,6.35,0.518,0.552,-0.035,1628966,Keita Bates-Diop,1610612759,SAS,F,27.0,63,59,0.352,1.24,3.44,0.359,0.36,0.0,21.7,1.0,2.7,0.7,0.8,0.9,SAS,4.7,14.3,1.5,9.5,16.7
41,Nicolas Batum,PF,34,LAC,78,1709,.420,.562,.391,.583,.708,.594,.126,.832,88,103,108,107,91,102,47,215,28.5,10.5,201587,Nicolas Batum,1610612746,LAC,78,44,34,21.9,22.8,15.8,1.6,0.2,0.2,2.5,4.0,1.9,0.068,0.083,201587,Nicolas Batum,1610612746,LAC,G-F,34.0,77,75,0.678,3.18,5.87,0.542,0.548,-0.006,201587,Nicolas Batum,1610612746,LAC,G-F,34.0,77,72,0.322,1.01,2.79,0.363,0.362,0.001,21.9,0.8,3.0,0.7,0.6,1.9,LAC,4.1,15.4,1.5,11.1,11.5
42,Darius Bazley,C,22,TOT,43,616,.454,.485,.377,.508,.543,.524,.383,.290,95,88,105,93,69,90,144,75,-13.6,-24.5,1629647,Darius Bazley,1610612756,PHX,43,19,24,14.3,16.9,11.8,0.9,0.1,0.1,1.5,2.4,1.0,0.052,0.059,1629647,Darius Bazley,1610612756,PHX,F,23.0,39,39,0.676,2.85,5.41,0.526,0.562,-0.036,1629647,Darius Bazley,1610612756,PHX,F,23.0,39,32,0.324,1.0,2.59,0.386,0.354,0.032,14.3,0.8,2.4,0.5,0.6,1.0,PHO,5.8,18.5,1.7,11.2,16.4
45,Bradley Beal,SG,29,WAS,50,1673,.506,.552,.365,.551,.842,.593,.260,.249,106,101,101,101,108,102,97,64,10.5,22.7,203078,Bradley Beal,1610612764,WAS,50,24,26,33.5,42.9,56.1,5.4,0.8,0.8,10.8,14.5,7.0,0.126,0.163,203078,Bradley Beal,1610612764,WAS,G,30.0,47,46,0.573,3.6,7.0,0.514,0.547,-0.033,203078,Bradley Beal,1610612764,WAS,G,30.0,47,47,0.427,1.94,5.21,0.371,0.369,0.002,33.5,0.8,3.1,0.9,2.9,2.1,WAS,2.8,9.9,1.3,12.9,29.2
46,Malik Beasley,SG,26,TOT,81,2093,.395,.484,.357,.520,.769,.531,.069,.702,83,88,99,95,98,91,26,181,-46.8,-97.5,1627736,Malik Beasley,1610612747,LAL,81,45,36,25.8,20.5,24.0,1.5,0.2,0.2,2.6,4.0,1.9,0.075,0.093,1627736,Malik Beasley,1610612747,LAL,G,26.0,76,74,0.66,3.42,5.97,0.573,0.541,0.031,1627736,Malik Beasley,1610612747,LAL,G,26.0,76,69,0.34,1.01,3.08,0.329,0.367,-0.038,25.8,0.4,3.1,0.8,1.1,1.3,LAL,1.8,12.5,1.5,8.5,21.1
49,MarJon Beauchamp,SF,22,MIL,52,701,.395,.485,.331,.492,.730,.513,.152,.584,83,89,92,90,93,88,57,151,-26.0,-35.4,1630699,MarJon Beauchamp,1610612749,MIL,52,34,18,13.5,8.7,9.5,0.7,0.0,0.1,1.4,1.8,0.8,0.078,0.091,1630699,MarJon Beauchamp,1610612749,MIL,F,22.0,43,39,0.627,2.09,3.84,0.545,0.53,0.015,1630699,MarJon Beauchamp,1610612749,MIL,F,22.0,43,36,0.373,0.56,2.28,0.245,0.349,-0.104,13.5,0.7,1.5,0.4,0.9,1.4,MIL,5.9,11.0,1.4,14.8,18.3
51,Patrick Beverley,SG-PG,34,TOT,67,1816,.400,.529,.335,.511,.723,.534,.181,.664,84,97,93,94,92,92,68,171,-24.6,-36.8,201976,Patrick Beverley,1610612741,CHI,67,34,33,27.1,31.9,28.0,2.9,0.3,0.4,5.2,7.3,3.5,0.091,0.111,201976,Patrick Beverley,1610612741,CHI,G,34.0,65,65,0.657,4.22,7.4,0.57,0.542,0.028,201976,Patrick Beverley,1610612741,CHI,G,34.0,65,65,0.343,1.35,3.86,0.351,0.369,-0.018,27.1,0.7,3.0,0.9,0.9,2.8,CHI,2.7,12.0,1.7,13.4,10.6
54,Saddiq Bey,SF,23,TOT,77,2129,.422,.483,.361,.513,.861,.564,.285,.500,89,88,100,94,110,97,107,129,-54.7,-31.6,1630180,Saddiq Bey,1610612737,ATL,76,24,52,27.6,23.1,23.2,1.5,0.2,0.2,3.1,4.0,1.9,0.067,0.08,1630180,Saddiq Bey,1610612737,ATL,F,24.0,70,67,0.672,3.4,5.73,0.594,0.55,0.043,1630180,Saddiq Bey,1610612737,ATL,F,24.0,70,65,0.328,1.13,2.8,0.403,0.364,0.04,27.6,1.3,3.4,0.9,0.9,1.6,ATL,5.0,14.0,1.6,7.0,20.2
57,Khem Birch,C,30,TOR,20,162,.594,.600,.500,.609,.800,.629,.156,.062,125,110,139,112,102,108,59,16,4.1,3.2,203920,Khem Birch,1610612759,SAS,20,9,11,8.1,8.4,6.4,0.4,0.0,0.1,0.5,0.9,0.5,0.042,0.054,203920,Khem Birch,1610612759,SAS,C,30.0,17,16,0.723,2.06,3.53,0.583,0.548,0.035,203920,Khem Birch,1610612759,SAS,C,30.0,17,14,0.277,0.53,1.35,0.391,0.356,0.035,8.1,0.4,0.9,0.3,0.4,1.2,TOR,5.2,12.8,1.5,19.0,11.1
58,Goga Bitadze,C,23,TOT,38,457,.552,.636,.231,.576,.548,.582,.336,.208,116,116,64,106,70,100,126,54,7.7,.2,1629048,Goga Bitadze,1610612753,ORL,38,13,25,12.0,13.7,10.4,1.0,0.1,0.2,1.5,2.6,1.2,0.075,0.089,1629048,Goga Bitadze,1610612753,ORL,C-F,23.0,34,33,0.755,2.24,4.53,0.494,0.559,-0.065,1629048,Goga Bitadze,1610612753,ORL,C-F,23.0,34,25,0.245,0.53,1.47,0.36,0.366,-0.006,12.0,1.6,2.0,0.4,0.6,1.7,ORL,15.0,18.7,1.7,13.3,15.4
61,Bismack Biyombo,C,30,PHO,61,874,.578,.578,nan,.578,.357,.555,.340,.000,122,105,nan,106,46,96,128,nan,13.4,-12.3,202687,Bismack Biyombo,1610612756,PHX,61,33,28,14.3,18.2,12.5,0.9,0.0,0.1,1.4,2.1,1.0,0.05,0.056,202687,Bismack Biyombo,1610612756,PHX,C,30.0,57,57,0.825,3.16,6.88,0.459,0.557,-0.098,202687,Bismack Biyombo,1610612756,PHX,C,30.0,57,36,0.175,0.65,1.46,0.446,0.357,0.088,14.3,1.5,2.8,0.3,0.8,1.9,PHO,11.0,22.1,1.0,17.7,14.0
62,Buddy Boeheim,SF,23,DET,10,90,.185,.500,.160,.259,1.000,.287,.074,.926,39,91,44,48,128,49,28,239,-15.4,-16.4,1631205,Buddy Boeheim,1610612765,DET,10,2,8,9.0,5.8,5.0,0.4,0.0,0.0,0.7,1.1,0.4,0.069,0.069,1631205,Buddy Boeheim,1610612765,DET,F,23.0,9,8,0.5,1.44,2.22,0.65,0.6,0.05,1631205,Buddy Boeheim,1610612765,DET,F,23.0,9,8,0.5,0.44,2.22,0.2,0.364,-0.164,9.0,0.2,0.4,0.2,0.0,0.6,DET,2.4,5.1,1.1,0.0,13.2
65,Bol Bol,PF,23,ORL,70,1505,.546,.633,.265,.577,.759,.603,.226,.236,115,116,74,106,97,104,85,61,30.7,23.1,1629626,Bol Bol,1610612753,ORL,70,26,44,21.5,13.7,13.4,1.0,0.0,0.1,1.7,2.5,1.1,0.072,0.081,1629626,Bol Bol,1610612753,ORL,C-F,23.0,66,63,0.572,3.11,5.58,0.557,0.556,0.001,1629626,Bol Bol,1610612753,ORL,C-F,23.0,66,63,0.428,1.41,4.17,0.338,0.355,-0.017,21.5,1.0,4.8,0.4,1.6,1.3,ORL,5.2,25.3,1.0,17.6,18.2
66,Leandro Bolmaro,SF,22,UTA,14,68,.150,.188,.000,.150,nan,.150,.000,.200,32,34,nan,28,nan,26,nan,52,-15.8,-17.3,1630195,Leandro Bolmaro,1610612762,UTA,14,8,6,4.9,5.8,5.7,0.5,0.0,0.0,1.1,1.2,0.5,0.086,0.086,1630195,Leandro Bolmaro,1610612762,UTA,F,22.0,9,7,0.607,1.0,1.89,0.529,0.522,0.008,1630195,Leandro Bolmaro,1610612762,UTA,F,22.0,9,4,0.393,0.56,1.22,0.455,0.358,0.097,4.9,0.3,0.2,0.2,0.5,0.7,UTA,6.5,4.7,2.1,25.9,16.6
67,Devin Booker,SG,26,PHO,53,1835,.494,.554,.351,.546,.855,.601,.336,.296,104,101,97,100,109,103,126,76,1.4,47.5,1626164,Devin Booker,1610612756,PHX,53,34,19,34.6,35.5,55.5,5.5,0.5,0.9,10.7,14.4,6.9,0.156,0.195,1626164,Devin Booker,1610612756,PHX,G,26.0,53,51,0.612,4.55,8.06,0.564,0.545,0.02,1626164,Devin Booker,1610612756,PHX,G,26.0,53,53,0.388,1.66,5.11,0.325,0.362,-0.037,34.6,0.9,3.7,1.0,2.7,3.0,PHO,2.7,12.0,1.4,10.6,31.8
