,Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
754,605,Isaiah Todd,PF,21,WAS,6,61,.158,.222,.100,.184,1.000,.226,.105,.526,33,41,28,34,128,39,40,136,-13.7,-14.1
755,606,Obi Toppin,PF,24,NYK,67,1050,.446,.593,.344,.548,.809,.565,.112,.589,94,108,95,100,103,97,42,152,2.1,-14.1
756,607,Juan Toscano-Anderson,SF,29,TOT,52,700,.448,.560,.186,.476,.792,.505,.168,.301,94,102,52,87,101,87,63,78,-19.9,-23.5
757,608,Juan Toscano-Anderson,SF,29,LAL,30,365,.500,.630,.200,.530,.733,.558,.227,.303,105,115,55,97,94,96,85,78,-2.0,-3.4
758,609,Juan Toscano-Anderson,SF,29,UTA,22,335,.403,.500,.174,.429,.889,.457,.117,.299,85,91,48,79,114,79,44,77,-18.0,-20.1
759,610,Karl-Anthony Towns,PF,27,MIN,29,957,.495,.576,.366,.565,.874,.618,.315,.383,104,105,101,104,112,106,118,99,17.3,35.4
760,611,Gary Trent Jr.,SG,24,TOR,66,2118,.433,.493,.369,.522,.839,.560,.219,.481,91,90,102,96,107,96,82,124,-43.6,-43.8
761,612,P.J. Tucker,PF,37,PHI,75,1920,.427,.482,.393,.549,.826,.566,.102,.622,90,88,109,101,106,97,38,161,1.6,-7.3
762,613,Myles Turner,C,26,IND,62,1825,.548,.638,.373,.612,.783,.651,.377,.340,115,117,104,112,100,112,141,88,97.7,119.7
763,614,Stanley Umude,SG,23,DET,1,2,.000,,.000,.000,1.000,.532,2.000,1.000,,,,,128,92,751,258,-1.1,-0.2
764,615,Jonas Valančiūnas,C,30,NOP,79,1968,.547,.577,.349,.570,.826,.610,.275,.134,115,105,97,105,106,105,103,34,40.1,51.8
765,616,Jarred Vanderbilt,PF,23,TOT,78,1879,.548,.604,.322,.580,.691,.604,.308,.200,115,110,89,106,88,104,116,52,31.2,23.6
766,617,Jarred Vanderbilt,PF,23,UTA,52,1254,.556,.606,.333,.587,.657,.607,.328,.183,117,111,92,108,84,104,123,47,25.9,18.3
767,618,Jarred Vanderbilt,PF,23,LAL,26,625,.529,.598,.303,.564,.784,.598,.264,.236,111,109,84,103,100,103,99,61,5.3,5.3
768,619,Fred VanVleet,PG,28,TOR,69,2535,.393,.455,.342,.486,.898,.540,.254,.545,83,83,95,89,115,93,96,141,-131.6,-102.5
769,620,Devin Vassell,SG,22,SAS,38,1178,.439,.480,.387,.525,.780,.550,.168,.447,92,88,107,96,100,95,63,115,-23.9,-39.8
770,,,,,,,,,,,,,,,,,,,,,,,,,
771,,League Average,,,,,,.475,.548,.361,.545,.782,.581,.266,.387,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,,
774,Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
775,621,Gabe Vincent,PG,26,MIA,68,1759,.402,.512,.334,.505,.872,.533,.138,.617,85,93,93,93,112,92,52,159,-45.3,-58.0
776,622,Noah Vonleh,C,27,BOS,23,171,.458,.500,.250,.479,1.000,.502,.083,.167,96,91,69,88,128,86,31,43,-3.2,-3.9
777,623,Nikola Vučević,C,32,CHI,82,2746,.520,.594,.349,.573,.835,.594,.138,.302,109,108,97,105,107,102,52,78,63.1,31.6
778,624,Dean Wade,PF,26,CLE,44,891,.412,.560,.354,.540,.652,.550,.130,.718,87,102,98,99,83,95,49,185,-2.0,-11.5
779,625,Franz Wagner,SF,21,ORL,80,2609,.485,.544,.361,.543,.842,.589,.288,.322,102,99,100,100,108,101,108,83,-5.2,20.6
780,626,Moritz Wagner,C,25,ORL,57,1109,.500,.631,.313,.564,.841,.630,.460,.412,105,115,87,104,108,108,172,106,15.2,46.5
781,627,Ish Wainright,SF,28,PHO,60,915,.370,.500,.329,.496,.839,.522,.137,.762,78,91,91,91,107,90,51,197,-22.5,-28.7
782,628,Jabari Walker,SF,20,POR,56,619,.419,.472,.286,.460,.756,.496,.227,.283,88,86,79,84,97,85,85,73,-33.9,-37.2
783,629,Kemba Walker,PG,32,DAL,9,144,.421,.586,.250,.482,.810,.543,.368,.491,89,107,69,88,104,94,138,127,-7.2,-5.0
784,630,Lonnie Walker IV,SG,24,LAL,56,1297,.448,.522,.365,.534,.858,.570,.201,.472,94,95,101,98,110,98,75,122,-11.7,-12.9
785,631,John Wall,PG,32,LAC,34,755,.408,.459,.303,.457,.681,.498,.334,.322,86,84,84,84,87,86,125,83,-59.6,-64.7
786,632,T.J. Warren,SF-PF,29,TOT,42,687,.489,.542,.328,.530,.800,.550,.130,.248,103,99,91,97,102,95,49,64,-8.4,-17.8
787,633,T.J. Warren,PF,29,BRK,26,490,.510,.566,.333,.550,.818,.576,.165,.240,107,103,92,101,105,99,62,62,1.9,-2.4
788,634,T.J. Warren,SF,29,PHO,16,197,.429,.471,.316,.471,.500,.473,.029,.271,90,86,88,86,64,81,11,70,-10.3,-15.4
789,635,Duane Washington Jr.,SG,22,PHO,31,394,.367,.372,.360,.445,.667,.458,.094,.434,77,68,100,82,85,79,35,112,-51.2,-65.9
790,636,P.J. Washington,PF,24,CHO,73,2380,.444,.518,.348,.520,.730,.542,.178,.438,93,95,97,95,93,93,67,113,-49.5,-81.9
791,637,TyTy Washington Jr.,PG,21,HOU,31,433,.362,.487,.237,.422,.556,.432,.113,.500,76,89,66,77,71,74,42,129,-39.5,-50.2
792,638,Yuta Watanabe,SF,28,BRK,58,928,.491,.557,.444,.621,.723,.637,.203,.582,103,102,123,114,93,110,76,150,35.0,28.3
793,639,Lindy Waters III,SG,25,OKC,41,531,.393,.750,.358,.556,.800,.573,.112,.910,83,137,99,102,102,99,42,235,3.9,-3.2
794,640,Trendon Watford,PF,22,POR,62,1182,.560,.602,.391,.599,.720,.625,.310,.198,118,110,108,110,92,108,116,51,34.8,32.4
795,,,,,,,,,,,,,,,,,,,,,,,,,
796,,League Average,,,,,,.475,.548,.361,.545,.782,.581,.266,.387,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,,
799,Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
800,641,Peyton Watson,SG,20,DEN,23,186,.492,.511,.429,.542,.550,.553,.339,.237,103,93,119,99,70,95,127,61,-0.3,-3.8
801,642,Blake Wesley,SG,19,SAS,37,669,.321,.301,.385,.367,.591,.393,.205,.242,68,55,107,67,76,68,77,62,-76.5,-88.4
802,643,Russell Westbrook,PG,34,TOT,73,2126,.436,.487,.311,.481,.656,.513,.317,.289,92,89,86,88,84,88,119,74,-127.7,-153.7
803,644,Russell Westbrook,PG,34,LAL,52,1491,.417,.467,.296,.460,.655,.496,.326,.292,88,85,82,84,84,85,123,75,-124.0,-142.2
804,645,Russell Westbrook,PG,34,LAC,21,635,.489,.540,.356,.538,.658,.562,.290,.279,103,98,99,99,84,97,109,72,-3.7,-11.5
805,646,Coby White,SG,22,CHI,74,1730,.443,.540,.372,.551,.871,.572,.118,.579,93,99,103,101,111,98,44,149,6.2,-11.3
806,647,Derrick White,SG,28,BOS,82,2319,.462,.548,.381,.560,.875,.604,.253,.516,97,100,106,103,112,104,95,133,22.4,37.6
807,648,Jack White,SF,25,DEN,17,66,.421,.500,.333,.500,.667,.517,.158,.474,89,91,92,92,85,89,59,122,-1.7,-2.6
808,649,Joe Wieskamp,SF,23,TOR,9,50,.214,.000,.250,.321,,.321,.000,.857,45,,69,59,,55,,221,-6.3,-7.3
809,650,Aaron Wiggins,SG,24,OKC,70,1297,.512,.573,.393,.579,.831,.607,.196,.336,108,105,109,106,106,105,73,87,24.1,20.7
810,651,Andrew Wiggins,SF,27,GSW,37,1190,.473,.530,.396,.557,.611,.564,.136,.425,99,97,110,102,78,97,51,110,12.1,-18.8
811,652,Lindell Wigginton,PG,24,MIL,7,87,.486,.632,.333,.568,.889,.610,.243,.486,102,115,92,104,114,105,91,126,1.7,2.4
812,653,Alondes Williams,SG,23,BRK,1,5,,,,,,,,,,,,,,,,,.0,.0
813,654,Donovan Williams,SG,21,ATL,2,4,.400,.667,.000,.400,,.400,.000,.400,84,122,,73,,69,,103,-1.5,-1.8
814,655,Grant Williams,PF,24,BOS,79,2045,.454,.546,.395,.575,.770,.605,.256,.611,95,100,110,105,99,104,96,158,27.9,25.2
815,656,Jalen Williams,SG,21,OKC,75,2276,.521,.579,.356,.567,.812,.601,.241,.258,110,106,99,104,104,103,90,67,35.1,35.3
816,657,Jaylin Williams,C,20,OKC,49,914,.436,.463,.407,.534,.704,.559,.231,.483,92,84,113,98,90,96,87,125,-5.2,-11.7
817,658,Jeenathan Williams,SG,23,POR,5,127,.615,.677,.375,.654,.667,.657,.077,.205,129,124,104,120,85,113,29,53,8.5,6.1
818,659,Kenrich Williams,PF,28,OKC,53,1206,.517,.608,.373,.590,.436,.585,.113,.387,109,111,103,108,56,101,42,100,30.7,2.8
819,660,Mark Williams,C,21,CHO,43,828,.637,.637,,.637,.691,.659,.386,.000,134,116,,117,88,113,145,,46.3,45.6
820,,,,,,,,,,,,,,,,,,,,,,,,,
821,,League Average,,,,,,.475,.548,.361,.545,.782,.581,.266,.387,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,,
824,Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
825,661,Patrick Williams,PF,21,CHI,82,2323,.464,.497,.415,.549,.857,.576,.155,.409,98,91,115,101,110,99,58,106,4.7,-7.7
826,662,Robert Williams,C,25,BOS,35,824,.747,.751,.000,.747,.610,.742,.241,.006,157,137,,137,78,128,91,2,68.6,60.4
827,663,Vince Williams Jr.,SG,22,MEM,15,105,.300,.667,.143,.350,1.000,.367,.050,.700,63,122,40,64,128,63,19,181,-15.6,-17.5
828,664,Zion Williamson,PF,22,NOP,29,956,.608,.618,.368,.615,.714,.652,.529,.041,128,113,102,113,91,112,198,10,65.6,81.9
829,665,Ziaire Williams,SF,21,MEM,37,561,.429,.596,.258,.492,.773,.511,.112,.495,90,109,71,90,99,88,42,128,-20.7,-29.1
830,666,Dylan Windler,SF,26,CLE,3,10,.667,1.000,.500,.833,,.833,.000,.667,140,183,139,153,,143,,172,1.7,1.5
831,667,Justise Winslow,PF,26,POR,29,776,.409,.438,.311,.444,.714,.466,.141,.227,86,80,86,82,91,80,53,59,-39.9,-48.5
832,668,James Wiseman,C,21,TOT,45,867,.558,.580,.200,.563,.701,.589,.286,.059,117,106,55,103,90,101,107,15,12.3,6.3
833,669,James Wiseman,C,21,GSW,21,262,.628,.630,.500,.633,.684,.655,.404,.021,132,115,139,116,88,113,152,5,16.5,16.3
834,670,James Wiseman,C,21,DET,24,605,.531,.559,.167,.537,.712,.563,.241,.073,112,102,46,98,91,97,90,19,-4.2,-10.0
835,671,Christian Wood,C,27,DAL,67,1738,.515,.594,.376,.583,.772,.624,.365,.363,108,108,104,107,99,107,137,94,58.4,76.3
836,672,Delon Wright,PG,30,WAS,50,1221,.474,.564,.345,.545,.867,.581,.206,.409,100,103,96,100,111,100,77,106,-0.3,.0
837,673,McKinley Wright IV,PG,24,DAL,27,335,.469,.529,.321,.515,.684,.536,.194,.286,99,96,89,95,88,92,73,74,-5.9,-9.6
838,674,Gabe York,SG,29,IND,3,56,.381,.667,.333,.524,1.000,.548,.095,.857,80,122,92,96,128,94,36,221,-0.9,-1.4
839,675,Thaddeus Young,PF,34,TOR,54,795,.545,.622,.176,.561,.692,.573,.131,.172,115,114,49,103,89,99,49,44,6.1,-3.5
840,676,Trae Young,PG,24,ATL,73,2541,.429,.476,.335,.485,.886,.573,.460,.331,90,87,93,89,113,99,173,85,-167.8,-28.7
841,677,Omer Yurtseven,C,24,MIA,9,83,.593,.650,.429,.648,.833,.675,.222,.259,125,119,119,119,107,116,83,67,5.6,5.5
842,678,Cody Zeller,C,30,MIA,15,217,.627,.649,.000,.627,.686,.659,.593,.034,132,118,,115,88,113,223,9,9.7,11.5
843,679,Ivica Zubac,C,25,LAC,76,2170,.634,.637,.000,.634,.697,.661,.463,.004,133,116,,116,89,114,174,1,91.5,98.7
